title,description,supplierName,supplierProductId,supplierUrl,category,imageUrls,supplierCost,shippingCost,currency,stockStatus
Maison Kitsuné Fox Head T-Shirt White,Parisian streetwear with a Tokyo twist. Maison Kitsuné Fox Head Tee in white. 100% cotton. Embroidered gold fox head at left chest. Regular fit. Made in Portugal. The signature logo of the brand founded by Gildas Loaëc and Masaya Kuroki.,LuxeStreet Supply,LSS-MKFH-TWHT,https://supplier.example.com/lss-mkfh-twht,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,34.00,5.50,USD,in_stock
Diemme Roccia Vet Boot Anthracite,Italian mountain-inspired luxury boot. Diemme Roccia Vet in anthracite. Full-grain leather upper. Vibram sole with lug tread. YKK zipper entry. Padded collar. Made in Italy. Rugged mountain DNA meets Italian craft. Worn by street style insiders in New York and Milan.,KickSupply Direct,KS-DIEM-RVANT,https://supplier.example.com/ks-diem-rvant,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,78.00,10.00,USD,in_stock
Paraboot Chambord Derby Shoe Marron,French luxury shoe since 1908. Paraboot Chambord Derby in marron (brown). Norwegian welted construction. Full-grain calfskin. Natural rubber sole. Double stitched welt. Handcrafted in Romans, France. Will last a lifetime with proper care. Classic and refined.,KickSupply Direct,KS-PRBT-CHMB,https://supplier.example.com/ks-prbt-chmb,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,92.00,11.00,USD,in_stock
Dr. Martens 1460 Patent Leather Boot Black,The most iconic punk boot in history. Dr. Martens 1460 in black patent leather. AirWair sole with bounce. Goodyear welt construction. Grooved sides. Stitched in yellow. 8 eyelets. Pull tab with AirWair logo. Since 1960. Vegan Friendly patent option available.,KickSupply Direct,KS-DRM1460-BPT,https://supplier.example.com/ks-drm1460-bpt,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,46.00,8.00,USD,in_stock
Birkenstocks Boston Clog Oiled Leather Habana,The most sought-after clog in streetwear. Birkenstock Boston in habana oiled leather. Contoured cork footbed. Adjustable buckle. Natural latex padding. Suede lining. Habana — a rich warm tan that ages beautifully. Worn by Dua Lipa and featured in Vogue.,KickSupply Direct,KS-BKST-BOSCL,https://supplier.example.com/ks-bkst-boscl,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,48.00,7.00,USD,in_stock
UGG Classic Short Boot Chestnut,The world's most popular comfort boot. UGG Classic Short in chestnut. Grade A twinface sheepskin upper. Sheepskin insole for moisture management. Lightweight and flexible outsole. 7.5-inch shaft height. Seam-sealed construction. A California beach original turned global icon.,KickSupply Direct,KS-UGG-CLSHCH,https://supplier.example.com/ks-ugg-clshch,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,58.00,8.50,USD,in_stock
Loewe Puzzle Bag Mini Black Calfskin,Spanish luxury leather goods at their finest. Loewe Puzzle Bag Mini in black calfskin. Jonathan Anderson's signature puzzle-cut design. Multiple ways to wear — shoulder strap, cross-body, handheld. Fully lined. Made in Spain. 24 x 10.5 x 16cm.,LuxeStreet Supply,LSS-LOEW-PZBMN,https://supplier.example.com/lss-loew-pzbmn,Fashion,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=600,138.00,12.00,USD,in_stock
Toteme N Scarf Coat Dark Brown,Stockholm's most copied coat silhouette. Totême Scarf Coat in dark brown double-face wool. Built-in scarf detail at neck. A-line silhouette. Hidden front buttons. Side pockets. Fully lined. Dry clean only. The Scandinavian fashion item that broke the internet in 2022.,LuxeStreet Supply,LSS-TOTM-SCFCT,https://supplier.example.com/lss-totm-scfct,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,118.00,14.00,USD,in_stock
Stray Rats Rat Logo Cap Black,New York underground streetwear. Stray Rats Rat Logo Cap in black. Structured 6-panel. Embroidered rat logo at front. Adjustable strap. Heavy cotton twill. A cult favourite among downtown NYC creatives and skaters.,LuxeStreet Supply,LSS-SRTS-RLCBK,https://supplier.example.com/lss-srts-rlcbk,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,18.00,3.50,USD,in_stock
Pangaia Flwrdwn Puffer Jacket Blueberry,Plant-based luxury puffer. Pangaia Flwrdwn Puffer in blueberry. Seaweed-based FLWRDWN fill — sustainable alternative to animal down. Durable Water Repellent finish. Ribbed cuffs. Drop-tail hem. Chest logo. Packable. B Corp certified brand.,OutdoorGear Direct,OGD-PNGF-PJBB,https://supplier.example.com/ogd-pngf-pjbb,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,82.00,11.00,USD,in_stock
Snow Peak Titanium Single Wall Cup 450ml,Japanese outdoor precision. Snow Peak Titanium Single Wall Cup 450ml. Ultra-lightweight at 82g. Seamless construction. Foldable handles. Nesting compatible. 10-year warranty. Handcrafted in Sanjo, Japan. The grail cup for ultralight campers.,OutdoorGear Direct,OGD-SNPK-TC450,https://supplier.example.com/ogd-snpk-tc450,Sports,https://images.unsplash.com/photo-1572635196237-14b3f281503f?w=600,28.00,4.50,USD,in_stock
Palmes Tennis Club Padded Jacket Forest Green,Scandinavian tennis club culture translated into fashion. Palmes Tennis Club Padded Jacket in forest green. Lightweight padding. Branded chest embroidery. Snap buttons. Side pockets. Clean preppy aesthetic with ironic sportswear branding. A Copenhagen fashion week staple.,LuxeStreet Supply,LSS-PLMS-TCPFG,https://supplier.example.com/lss-plms-tcpfg,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,64.00,8.00,USD,in_stock
Sporty and Rich Wellness Hoodie Cream Pink,Emily Obert's healthy lifestyle brand. Sporty and Rich Wellness Hoodie in cream with pink script. Heavyweight cotton fleece. Relaxed oversized fit. Kangaroo pocket. Ribbed hem. The hoodie that defined the 2021 it-girl aesthetic.,LuxeStreet Supply,LSS-SPRC-WLHCP,https://supplier.example.com/lss-sprc-wlhcp,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,48.00,6.50,USD,in_stock
Miu Miu Washed Denim Mini Skirt Blue,The viral mini skirt that defined 2022-2024 fashion. Miu Miu Washed Denim Mini Skirt in faded blue. Low-rise. Front pockets. Iconic Miu Miu logo waistband detail. Zip fly with button. Made in Italy. The most photographed item of the fashion decade.,LuxeStreet Supply,LSS-MIUMI-WSDN,https://supplier.example.com/lss-miumi-wsdn,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,68.00,8.00,USD,in_stock
Cotopaxi Fuego Down Jacket Tecu,Sustainable outdoor brand with a mission. Cotopaxi Fuego Down 800-fill in Tecu (terracotta). 100% recycled materials. Certified Responsible Down Standard. Zippered pockets. Elastic cuffs. 1% for the Planet. Gear for good. Lightweight at 255g.,OutdoorGear Direct,OGD-COTF-JTCU,https://supplier.example.com/ogd-cotf-jtcu,Sports,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,72.00,9.00,USD,in_stock
Rapha Classic Bib Shorts Black,The most celebrated cycling shorts in road cycling. Rapha Classic Bib Shorts in black. 245gsm Mura fabric. 8-panel construction. Rapha chamois. Stash pocket. Gripper hems. Minimal branding. Chosen by pro cyclists and weekend warriors alike.,SportsGear Direct,SGD-RAPH-CBBS,https://supplier.example.com/sgd-raph-cbbs,Sports,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=600,74.00,7.50,USD,in_stock
Castore Teamwear Training Top Black,Premium athletic brand founded by former pro tennis players. Castore Training Top in black. Lightweight MicroCool fabric. 4-way stretch. Moisture-wicking. UPF 30+ protection. Slim athletic fit. Worn by McLaren F1 and England Cricket teams.,SportsGear Direct,SGD-CAST-TRNTOP,https://supplier.example.com/sgd-cast-trntop,Sports,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=600,38.00,5.50,USD,in_stock
The Row Margaux Bag Black Calfskin,The pinnacle of quiet luxury. The Row Margaux 15 bag in black calfskin. Clean architectural shape. Interior zip pocket. Top handle and shoulder strap. Made in Italy. The bag that made Mary-Kate and Ashley Olsen fashion's most respected designers.,LuxeStreet Supply,LSS-THRO-MGX15,https://supplier.example.com/lss-thro-mgx15,Fashion,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=600,144.00,14.00,USD,low_stock
Loro Piana Babouche Cashmere Slippers Camel,Italian cashmere excellence for the home. Loro Piana Babouche Slippers in camel cashmere. 100% pure cashmere upper. Natural rubber sole. Hand-crafted. Pull-on silhouette. The luxury loungewear gift chosen by the world's most discerning gift-givers.,LuxeStreet Supply,LSS-LOPB-SCAM,https://supplier.example.com/lss-lopb-scam,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,128.00,10.00,USD,in_stock
New Era 59FIFTY Yankees Fitted Cap Navy,The official on-field cap of Major League Baseball. New Era 59FIFTY Yankees in navy. 100% wool. Structured crown. On-field logo. Embroidered NY logo. Fitted — order your exact size. The cap that defines New York street culture.,KickSupply Direct,KS-NERAY-NVY,https://supplier.example.com/ks-neray-nvy,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,22.00,4.50,USD,in_stock
Kenzo Flower Logo Oversized Tee Black,Paris-Tokyo creative fusion. Kenzo Flower Logo Oversized Tee in black. 100% cotton. Embroidered floral Kenzo logo at chest. Oversized dropped shoulders. Short sleeves. Made in Portugal. The hybrid East-West luxury streetwear brand's most approachable piece.,LuxeStreet Supply,LSS-KNZO-FLOT,https://supplier.example.com/lss-knzo-flot,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,44.00,6.00,USD,in_stock
Givenchy 4G Logo Hoodie Black,Luxury French fashion. Givenchy 4G Logo Hoodie in black. Embroidered 4G logo at chest. Drawstring hood. Kangaroo pocket. Relaxed fit. 100% cotton French Terry. Made in Portugal. The accessible entry point to Nicolas Di Felice's house vision.,LuxeStreet Supply,LSS-GIVNC-4GLH,https://supplier.example.com/lss-givnc-4glh,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,74.00,8.00,USD,in_stock
Moncler Maya Lightweight Down Jacket Black,Luxury French-Italian outerwear. Moncler Maya 70 Lightweight Down Jacket in black. 90/10 down fill. Lisco Nylon shell. Packable down jacket. Banded hem and cuffs. Two zipped hand pockets. Moncler logo badge. Made in Romania.,LuxeStreet Supply,LSS-MNCL-MAYJK,https://supplier.example.com/lss-mncl-mayjk,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,148.00,18.00,USD,in_stock
Hermès Clic Clac H Bracelet Black,Entry-level Hermès luxury. Clic Clac H Bracelet in black enamel with palladium hardware. Pop-on closure. Enamel on palladium. 2cm width. Made in France. The piece that opens the door to the world's most exclusive luxury house.,LuxeStreet Supply,LSS-HRMS-CCHBK,https://supplier.example.com/lss-hrms-cchbk,Fashion,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=600,128.00,8.00,USD,low_stock
Norda 001 Trail Running Shoe Blue,The world's most sustainable trail running shoe. Norda 001 with Dyneema upper — the world's strongest fiber. GORE-TEX waterproofing. Vibram Litebase megagrip outsole. Ortholite Float insole. Made in Canada. A luxury trail shoe for those who want the best.,KickSupply Direct,KS-NORD001-BLU,https://supplier.example.com/ks-nord001-blu,Sports,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=600,118.00,12.00,USD,low_stock
COS Relaxed Fit Cargo Trousers Khaki,Scandinavian minimalism with utility detail. COS Relaxed Cargo Trousers in khaki. Woven cotton-blend fabric. Side cargo pockets. Elastic waistband. Drawstring ankles. Relaxed straight fit. Clean, unfussy design for maximum wearability.,LuxeStreet Supply,LSS-COSRCG-KHK,https://supplier.example.com/lss-cosrcg-khk,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,42.00,6.00,USD,in_stock
Asics Gel-Kayano 30 Midnight,Asics' most supportive daily trainer. Gel-Kayano 30 in midnight. Dual-density stability. FF BLAST+ CUSHIONING. Dynamic DuoMax Support System. Engineered knit upper. LITETRUSS support structure. 10mm drop. For mild to moderate overpronation.,ASICS Supply Japan,ASJ-GKN30-MID,https://supplier.example.com/asj-gkn30-mid,Sports,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,58.00,7.00,USD,in_stock
Undercover Jun Takahashi Graphic Tee White,Tokyo avant-garde. Undercover by Jun Takahashi graphic tee in white. Subtle screen-printed punk-inspired graphic. 100% cotton. Relaxed fit. Made in Japan. Limited seasonal production. A piece that blurs the line between fashion and art.,LuxeStreet Supply,LSS-UNDCV-GRTE,https://supplier.example.com/lss-undcv-grte,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,52.00,7.00,USD,in_stock
Reigning Champ Core Crewneck Navy,Vancouver-made premium athletic knitwear. Reigning Champ Core Crewneck in navy. 380gsm cotton fleece. Brushed interior. Ribbed collar, cuffs, and hem. Embroidered RC logo. Slim athletic fit. The crewneck that athletes and streetwear fans reach for daily.,LuxeStreet Supply,LSS-RCHP-CCNVY,https://supplier.example.com/lss-rchp-ccnvy,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,56.00,7.50,USD,in_stock
John Smedley Lundy Merino Polo Natural,Finest merino wool polos from England's oldest factory. John Smedley Lundy Polo in natural white. 100% Merino wool. Ultra-fine 30-gauge knit. Regular fit. Classic polo collar. Three-button placket. Made in Matlock, Derbyshire since 1784. A quiet luxury hallmark.,LuxeStreet Supply,LSS-JSMED-LNPN,https://supplier.example.com/lss-jsmed-lnpn,Fashion,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=600,62.00,7.00,USD,in_stock
Nike Killshot 2 Leather Court White Navy Gum,Nike's cult tennis-court-to-street sneaker. Killshot 2 in white, navy, and gum. Leather upper. Perforated toe cap. Foam-padded collar. Gum rubber outsole. Understated Swoosh. A stealth pick for the sneaker purist. Limited seasonal availability.,KickSupply Direct,KS-NKKS2-WNG,https://supplier.example.com/ks-nkks2-wng,Fashion,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,36.00,5.50,USD,in_stock
Adidas Spezial SPZL Handball Spezial Blue Gum,The SPZL line — Adidas Originals archive reimagined. Handball Spezial SPZL in blue gum. Suede and nylon upper. Tonal lacing. Adilight-PRIMEGREEN recycled materials. The collector's version of the most-hyped Adidas release of recent years.,Adidas Wholesale,AW-SPZL-HBSPZL,https://supplier.example.com/aw-spzl-hbspzl,Fashion,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=600,38.00,6.00,USD,in_stock
Satisfy Running Long Distance Tee Trail White,The French brand for serious runners. Satisfy Long Distance Tee in white. Ultra-lightweight 80gsm jersey. Moth-eat texture for visual interest and airflow. Regular fit. Flatlock seams. Quick-dry. Available in earthy and trail-inspired colorways.,SportsGear Direct,SGD-SATFY-LDTW,https://supplier.example.com/sgd-satfy-ldtw,Sports,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=600,46.00,6.50,USD,in_stock
